Name,Diversity,Acceptance
Richmond Community College,C+,1.0
Laurel Technical Institute,C+,0.99
Ashland Community & Technical College,C+,1.0
Ohio Medical Career Center,C+,1.0
Stevens-Henager College - St. George,C+,1.0
Pensacola School of Massage Therapy & Health Careers,C+,1.0
Paul Mitchell the School - Arlington,C+,1.0
Stevens-Henager College - Boise,C+,1.0
Flint Hills Technical College,C+,1.0
Empire Beauty School - Avondale,C+,1.0
Carrington College California - Stockton,C+,0.98
Northwest-Shoals Community College,C+,1.0
Terra State Community College,C+,1.0
Stevens-Henager College - Ogden,C+,1.0
National Tractor Trailer School - Liverpool,C+,1.0
Lincoln Technical Institute - Brockton,C+,1.0
ATS Institute of Technology,C+,0.71
Chatfield College,C+,1.0
Brightwood College - Arlington,C+,1.0
Chamberlain College of Nursing - Houston,C+,0.45
Paul Mitchell the School - Boise,C+,1.0
Carrington College - Mesquite,C+,0.92
Northeast State Community College,C+,1.0
Concorde Career Institute - Tampa,C+,0.74
Brown Mackie College - Quad Cities,C+,1.0
Stautzenberger College - Brecksville,C+,1.0
HoHoKus School of Trade & Technical Sciences,C+,1.0
Virginia College - Columbus,C+,1.0
Carrington College California - San Jose,C+,1.0
Concorde Career Institute - Jacksonville,C+,0.61
Ridley-Lowell Business & Technical Institute - New London,C+,1.0
Thaddeus Stevens College of Technology,C+,0.3
Virginia College - Richmond,C+,1.0
Empire Beauty School - Boston,C+,1.0
Avalon School of Cosmetology - Mesa,C+,1.0
Golf Academy of America - Phoenix,C+,1.0
Baptist University of the Americas,C+,1.0
John A Logan College,C+,1.0
Toni & Guy Hairdressing Academy - Albuquerque,C+,1.0
Triangle Tech - Pittsburgh,C+,1.0
Northwestern Connecticut Community College,C+,1.0
Trumbull Career & Technical Center,C+,1.0
Mid Michigan Community College,C+,1.0
Edgecombe Community College,C+,1.0
UEI College - Gardena,C+,1.0
Virginia College - Pensacola,C+,1.0
Middlesex Community College - Connecticut,C+,1.0
Academy of Hair Design - Missouri,C+,1.0
Florida College of Natural Health - Miami,C+,1.0
Concorde Career Institute - Miramar,C+,0.72
Aveda Institute - Portland,C+,1.0
Arkansas State University - Mountain Home,C+,1.0
Saint Anthony College of Nursing,C+,0.6
Southeast Kentucky Community & Technical College,C+,1.0
Spencerian College - Louisville,C+,1.0
Specs Howard School of Media Arts,C+,0.6
Brightwood Career Institute - Harrisburg,C+,1.0
Virginia College - Augusta,C+,1.0
Midstate College,C+,1.0
Belmont College,C+,1.0
Atlantic Technical College,C+,1.0
Kirtland Community College,C+,1.0
Orlando Tech,C+,1.0
DeVry University - Colorado,C+,0.86
Intellitec College - Colorado Springs,C+,1.0
Irene's Myomassology Institute,C+,1.0
Snead State Community College,C+,1.0
Herzing University - Orlando,C+,1.0
Virginia University of Lynchburg,C+,1.0
Southeast Texas Career Institute,C+,1.0
West Coast University - Dallas,C+,0.8
Stevens-Henager College - Provo,C+,1.0
Hunter Business School,C+,1.0
Mountwest Community & Technical College,C+,1.0
Lakeshore Technical College,C+,1.0
Sarasota County Technical Institute,C+,1.0
Western Technical College - Texas,C+,1.0
Great Plains Technology Center,C+,1.0
New Orleans Baptist Theological Seminary,C+,1.0
Lakes Region Community College,C+,1.0
Louisiana Culinary Institute,C+,0.97
Pima Medical Institute - South Denver,C+,1.0
Little Big Horn College,C+,1.0
Pontotoc Technology Center,C+,1.0
Fortis College - Salt Lake City,C+,1.0
Technical Education Center - Osceola,C+,1.0
St. Luke's College,C+,0.8
Southeastern Illinois College,C+,1.0
Elizabeth Grady School of Esthetics & Massage Therapy,C+,1.0
Trinity Bible College,C+,0.42
Hair Academy - Maryland,C+,1.0
New England School of Communications,C+,0.3
Seminar L'moros Bais Yaakov,C+,0.64
Cosmetology Career Center,C+,1.0
Northwest Educational Center,C+,1.0
Marylhurst University,C+,1.0
American College of Healthcare,C+,1.0
Los Angeles ORT College - Los Angeles,C+,1.0
Tennessee Technology Center at Livingston,C+,1.0
Miami Valley Career Technology Center,C+,1.0
Fortis College - Dothan,C+,1.0
Dallas Nursing Institute,C+,0.11
Mayland Community College,C+,1.0
Bevill State Community College,C+,1.0
Western Piedmont Community College,C+,1.0
Mineral Area College,C+,1.0
Dabney S. Lancaster Community College,C+,1.0
Marion County Community Technical & Adult Education Center,C+,1.0
Ayers Career College,C+,1.0
Mississippi Delta Community College,C+,1.0
Vatterott College - St. Charles,C+,1.0
Herzing University - New Orleans,C+,0.96
Fortis College - Norfolk,C+,1.0
North American Trade Schools,C+,1.0
The Reading Hospital School of Health Sciences,C+,0.36
Bryant & Stratton College - Wauwatosa,C+,1.0
Madisonville Community College,C+,1.0
SUNY Columbia-Greene Community College,C+,1.0
Macomb Community College,C+,1.0
Paul Mitchell the School - Green Bay,C+,1.0
HDS Truck Driving Institute,C+,1.0
Wytheville Community College,C+,1.0
Jackson State Community College,C+,1.0
H Councill Trenholm State Technical College,C+,1.0
Brighton Center's Center for Employment Training,C+,1.0
Carlos Albizu University - Miami,C+,0.72
Sunstate Academy - Clearwater,C+,1.0
Bryant & Stratton College - Eastlake,C+,1.0
Midwest Technical Institute - East Peoria,C+,1.0
David Pressley School of Cosmetology,C,1.0
Platt College - Moore,C,1.0
Emily Griffith Technical College,C,1.0
Vanguard College of Cosmetology - Baton Rouge,C,1.0
Charlotte Christian College and Theological Seminary,C,0.81
Immokalee Technical Center,C,1.0
Platt College - Lawton,C,1.0
Blue Ridge Community College - North Carolina,C,1.0
Western Suffolk BOCES,C,1.0
Kaplan University - Hagerstown,C,1.0
MTI Business College,C,1.0
Columbia College - California,C,1.0
Caddo Kiowa Technology Center,C,1.0
Southern University at Shreveport,C,1.0
Pima Medical Institute - Albuquerque,C,1.0
Alaska Career College,C,1.0
Bryant & Stratton College - Albany,C,1.0
Paul Mitchell the School - Michigan,C,1.0
Mayfield College,C,1.0
Virginia College - Florence,C,1.0
Beal College,C,1.0
Rockford Career College,C,1.0
York County School of Technology - Adult & Continuing Education,C,1.0
Rich Mountain Community College,C,1.0
Daymar College - Bowling Green,C,1.0
Virginia College - Mobile,C,1.0
Ulster BOCES - School of Practical Nursing,C,0.79
Vatterott College - Joplin,C,1.0
Harris School of Business - Linwood,C,1.0
Ocean County Vocational-Technical School,C,1.0
Indian Capital Technology Center - Tahlequah,C,1.0
Pennsylvania Highlands Community College,C,1.0
Lac Courte Oreilles Ojibwa Community College,C,1.0
Ross Medical Education Center - Cincinnati,C,1.0
St. Louis College of Health Careers - St. Louis,C,1.0
Orleans Technical Institute,C,0.55
Fortis Institute - Grand Prairie,C,1.0
Westmoreland County Community College,C,1.0
Concorde Career College - Memphis,C,0.72
Carrington College California - San Leandro,C,0.98
Florida College of Natural Health - Maitland,C,1.0
Platt College - Oklahoma City Central,C,1.0
Cambridge Junior College - Yuba City,C,0.87
American University of Health Sciences,C,1.0
Antonelli College - Jackson,C,1.0
Baptist Health College - Little Rock,C,0.32
Central Texas Beauty College - Temple,C,1.0
Milan Institute - Clovis,C,1.0
Haywood Community College,C,1.0
Tri-County Community College,C,1.0
Meridian College,C,1.0
Brightwood College - Dallas,C,1.0
Miami Lakes Educational Center and Technical College,C,1.0
Polaris Career Center,C,1.0
State Technical College of Missouri,C,1.0
Aveda Institute - Columbus,C,1.0
Northwest Louisiana Technical College - Minden,C,1.0
All-State Career School - Pittsburgh,C,1.0
Centura College - Norfolk,C,1.0
Allen School - Jamaica,C,1.0
CHOICE Technical Center - Adult Education,C,1.0
Virginia College - Shreveport/Bossier City,C,1.0
Pacific College,C,1.0
Utah College of Massage Therapy - Phoenix,C,1.0
South University - Montgomery,C,0.44
All-State Career School - Lester,C,1.0
First Institute,C,1.0
University of Phoenix - Hawaii,C,1.0
Maysville Community & Technical College,C,1.0
Bold Beauty Academy,C,1.0
Pinnacle College,C,1.0
Vet Tech Institute,C,1.0
Allen School - Phoenix,C,1.0
Seattle Vocational Institute,C,1.0
Brookline College - Tucson,C,1.0
Brightwood College - Bakersfield,C,1.0
Paul Mitchell the School - Reno,C,1.0
Raphael's School of Beauty Culture - Niles,C,1.0
Waycross College,C,1.0
United Education Institute - Huntington Park,C,1.0
St. Paul's School of Nursing - Queens,C,1.0
Advanced Training Associates,C,1.0
The Salter School - Malden,C,1.0
Brightwood College - Riverside,C,1.0
Ohr Hameir Theological Seminary,C,1.0
Signature Healthcare Brockton Hospital School of Nursing,C,0.67
All-State Career School - Essington,C,1.0
Aveda Fredric's Institute - Cincinnati,C,1.0
Stanbridge University,C,0.79
Valley College - Beckley,C,1.0
Bryant & Stratton College - Parma,C,1.0
Institute of Technology - Clovis,C,1.0
Blue Ridge Community & Technical College,C,1.0
MediaTech Institute - Dallas,C,1.0
Ventura Adult & Continuing Education,C,1.0
Remington College - Lafayette,C,0.79
Wallace Community College - Selma,C,1.0
Fortis College - Mobile,C,1.0
Empire College School of Business,C,1.0
Golf Academy of America - Myrtle Beach,C,1.0
Harris School of Business - Voorhees,C,1.0
South Arkansas Community College,C,1.0
Withlacoochee Technical Institute - Adult Education,C,1.0
Northcoast Medical Training Academy,C,1.0
Kennebec Valley Community College,C,1.0
Branford Hall Career Institute - Springfield,C,1.0
Tricoci University of Beauty Culture - Highland,C,1.0
Rizzieri Aveda School for Beauty & Wellness,C,1.0
Sinte Gleska University,C,1.0
Bellus Academy - Manhattan,C,1.0
Williamsburg Technical College,C,1.0
Southeastern Technical College,C,1.0
Paul Mitchell the School - Richland,C,1.0
Advanced Career Institute,C,1.0
Hamrick School,C,1.0
Mirrer Yeshiva Cent Institute,C,0.86
Robert Morgan Educational Center - Adult Education,C,1.0
St. Clair County Community College,C,1.0
Lurleen B Wallace Community College,C,1.0
Paul Mitchell the School - Fresno,C,1.0
Ohio Business College - Sheffield,C,1.0
Branford Hall Career Institute - Southington,C,1.0
Oconee Fall Line Technical College,C,1.0
Santa Barbara Business College - Ventura,C,1.0
Ross Medical Education Center - Niles,C,1.0
Fortis Institute - Birmingham,C,1.0
Chamberlain College of Nursing - Jacksonville,C,0.5
Paul Mitchell the School - Raleigh,C,1.0
Harris School of Business - Hamilton,C,1.0
Paul Mitchell the School - Esani,C,1.0
CDA Technical Institute,C,1.0
Galen School of Nursing - Tampa Bay,C,0.57
Premiere Career College,C,1.0
VICI Aveda Institute - Milwaukee,C,1.0
Milan Institute - Bakersfield,C,1.0
Western Pennsylvania Hospital School of Nursing,C,0.39
Fortis College - Richmond,C,1.0
Diesel Driving Academy - Baton Rouge,C,1.0
Empire Beauty School - Grand Rapids,C,1.0
Golf Academy of America - Carlsbad,C,1.0
Diversified Vocational College,C,1.0
Paul Mitchell the School - Charleston,C,1.0
University of Spa & Cosmetology Arts,C,1.0
St. Francis Career College,C,1.0
Fort Peck Community College,C,1.0
Ogden-Weber Applied Technology College,C,1.0
O C Collins Career Center,C,1.0
Olney Central College,C,1.0
Bradford School - Columbus,C,1.0
The Spa School,C,1.0
East Arkansas Community College,C,1.0
Remington College - Cleveland,C,0.95
Edison State Community College,C,1.0
College of Wilmington,C,1.0
Bryant & Stratton College - Virginia Beach,C,1.0
Rosedale Technical College,C,1.0
National Park Community College,C,1.0
Sanford-Brown College - San Antonio,C,1.0
Angeles College,C,1.0
Galen College of Nursing - Cincinnati,C,0.5
Laurel Business Institute,C,0.94
Beckfield College - Tri-County,C,1.0
Marion Technical College,C,1.0
Brightwood Career Institute - Philadelphia,C,1.0
Rend Lake College,C,1.0
Milwaukee Career College,C,0.7
Southwest Virginia Community College,C,1.0
Adrian's College of Beauty - Modesto,C,1.0
Columbia College of Nursing,C,0.6
Bellus Academy - National City,C,1.0
Genesee Valley BOCES - Practical Nursing Program,C,1.0
Southern West Virginia Community & Technical College,C,1.0
Bates Technical College,C,1.0
Central California School,C,1.0
South Texas Vocational Technical Institute - San Antonio,C,1.0
South University - Austin,C,0.5
International Business College - Indianapolis,C,0.79
Professional Skills Institute,C,0.84
Harrison College - Grove City,C,1.0
Brown Mackie College - Hopkinsville,C,1.0
Brightwood Career Institute - Pittsburgh,C,1.0
Tennessee Technology Center at Whiteville,C,1.0
National Academy of Beauty Arts - St. Louis,C,1.0
Averett University - Non-Traditional Programs,C,0.55
Career Care Institute,C,1.0
Washburn Institute of Technology,C,0.43
Zane State College,C,1.0
Vatterott Career College - Memphis Appling Farms,C,1.0
Erie Institute of Technology,C,1.0
Brightwood College - El Paso,C,1.0
Concorde Career College - San Antonio,C,0.82
Mesalands Community College,C,1.0
East Central College,C,1.0
Elaine Steven Beauty College,C,1.0
Centura College - Newport News,C,1.0
Salter College - West Boylston,C,1.0
Branford Hall Career Institute - Albany,C,1.0
Fortis College - Cuyahoga Falls,C,1.0
TDDS Technical Institute,C,0.59
Eastern New Mexico University - Ruidoso,C,1.0
Brown Aveda Institute - Mentor,C,1.0
Shawnee Community College,C,1.0
Bryan College of Health Sciences,C,0.86
Bellingham Technical College,C,1.0
Industrial Management Training Institute,C,1.0
Kaskaskia College,C,1.0
Spoon River College,C,1.0
South University - Novi,C,0.33
Salter College - Chicopee,C,1.0
Wallace State Community College - Hanceville,C,1.0
All-State Career School - Baltimore,C,1.0
Coahoma Community College,C,1.0
Capri School of Hair Design,C,1.0
UEI College - Fresno,C,1.0
Harris School of Business - Dover,C,1.0
Medical Training College,C,1.0
Summit Salon Academy,C,1.0
Stewart School,C,1.0
Oklahoma Technical College,C,1.0
Paul Mitchell the School - Atlanta,C,1.0
Milan Institute of Cosmetology - Amarillo,C,1.0
Texas State Technical College - Harlingen,C,1.0
River Valley Community College,C,1.0
Rolla Technical Institute,C,0.81
Erie Business Center,C,0.95
Concorde Career College - Garden Grove,C,0.87
Bristol University,C,0.46
International Institute of Cosmetology,C,1.0
Northhaven Academy,C,1.0
Onondaga Cortland Madison BOCES,C,1.0
Paul Mitchell the School - East Bay,C,1.0
Tennessee Technology Center at Oneida-Huntsville,C,1.0
Charlotte Technical Center - Adult Education,C,1.0
Beckfield College - Florence,C,1.0
Empire Beauty School - East Memphis,C,1.0
Charleston School of Beauty Culture,C,1.0
Redstone College,C,1.0
Somerset Community College,C,1.0
Summit Academy Opportunities Industrialization Center,C,1.0
Black River Technical College,C,1.0
Lincoln Technical Institute - Shelton,C,1.0
Homestead Schools,C,1.0
Wabash Valley College,C,1.0
Pinellas Technical College - Clearwater,C,1.0
CollegeAmerica - Flagstaff,C,1.0
J F Ingram State Technical College,C,1.0
American Institute of Alternative Medicine,C,0.8
Western Technology Center,C,1.0
Continental School of Beauty Culture - Mattydale,C,1.0
Stone Child College,C,1.0
Huntington Junior College,C,1.0
Carrington College - Albuquerque,C,0.97
Tri County Technology Center,C,1.0
Harris School of Business - Wilmington,C,1.0
Delta College - Louisiana,C,1.0
Coleman University,C,0.74
Virginia College - Knoxville,C,1.0
Delta College of Arts & Technology,C,1.0
East San Gabriel Valley Regional Occupational Program,C,1.0
Georgia Christian University,C,1.0
Empire Beauty School - Savannah,C,1.0
Salina Area Technical College,C,1.0
Los Angeles ORT College - Van Nuys,C,1.0
California Hair Design Academy,C,1.0
Bidwell Training Center,C,0.84
Carrington College - Tucson,C,0.98
West Shore Community College,C,1.0
Vatterott College - Wichita,C,1.0
College of Menominee Nation,C,1.0
Virginia College - Charleston,C,1.0
YTI Career Institute - Altoona,C,1.0
Lincoln Technical Institute - Moorestown,C,1.0
The Real Barbers College,C,1.0
Fort Myers Institute of Technology,C,1.0
"International School of Skin, Nailcare & Massage Therapy",C,1.0
The Temple - Paul Mitchell,C,1.0
Vatterott College - Berkeley,C,1.0
CET - San Bernardino,C,1.0
Tennessee Technology Center at Murfreesboro,C,1.0
CBT College - Cutler Bay,C,1.0
Adrian's College of Beauty - Turlock,C,1.0
Capital Area School of Practical Nursing,C,1.0
Ohio Center for Broadcasting - Valley View,C,1.0
Manhattan School of Computer Technology,C,1.0
Sunstate Academy - Fort Myers,C,1.0
Kaplan University - Cedar Rapids,C,1.0
Virginia College - Montgomery,C,1.0
West Tennessee Business College,C,1.0
Empire Beauty School - Indianapolis,C,1.0
Empire Beauty School - Dixie,C,1.0
Covenant School of Nursing & Allied Health,C,1.0
Missouri State University - West Plains,C,1.0
Tennessee Technology Center at Shelbyville,C,1.0
Harris School of Business - Cherry Hill,C,1.0
Vogue College of Cosmetology - San Antonio at Fredericksburg,C,1.0
Bennett Career Institute,C,1.0
Fortis Institute - Cookeville,C,1.0
Tennessee Technology Center at Jackson,C,1.0
Rudae's School of Beauty Culture - Fort Wayne,C,1.0
Pima Medical Institute - Albuquerque West,C,1.0
Metro Technology Centers,C,1.0
Dixie Applied Technology College,C,1.0
New York Methodist Hospital Center for Allied Health Education,C,1.0
Fortis Institute - Towson,C,1.0
Yeshiva Toras Chaim,C,1.0
Bryant & Stratton College - Amherst,C,1.0
Vatterott College - Des Moines,C,1.0
Brightwood College - Charlotte,C,1.0
Milan Institute - Visalia,C,1.0
White Mountains Community College,C,1.0
Pennsylvania Institute of Technology,C,1.0
Pima Medical Institute - East Valley,C,1.0
South Texas Vocational Technical Institute - Corpus Christi,C,1.0
Scioto County Career Technical Center,C,1.0
Doane University - Lincoln-Grand Island,C,1.0
Brewster Technical Center,C,1.0
Ohio Business College - Sandusky,C,1.0
Central Coast College,C,0.47
Ohio Valley College of Technology,C,1.0
New Castle School of Trades,C,1.0
Interactive College of Technology - Chamblee,C,1.0
WestMed College,C,1.0
Bryant & Stratton College - Henrietta,C,1.0
Platt College - Aurora,C,0.67
Virginia College - Baton Rouge,C,1.0
Selma University,C,1.0
CES College,C,1.0
International School of Beauty,C,1.0
Herzing University - Minneapolis,C,0.93
Diesel Driving Academy - Shreveport,C,1.0
University of Arkansas Community College - Batesville,C,1.0
Frontier Community College,C,1.0
Marian Health Careers Center,C,1.0
PCI Health Training Center,C,1.0
Denmark Technical College,C,1.0
Southern Careers Institute - Austin,C,1.0
Milan Institute of Cosmetology - La Quinta,C,1.0
Ridge Career Center - Adult Education,C,1.0
Moore Norman Technology Center,C,0.42
Bryant & Stratton College - Bayshore,C,1.0
Pamlico Community College,C,1.0
Remington College - Baton Rouge,C,0.45
Montcalm Community College,C,1.0
George T Baker Aviation School,C,1.0
Bryant & Stratton College - Buffalo,C,1.0
Milan Institute - San Antonio Ingram,C,1.0
South Hills School of Business & Technology,C-,0.98
Stone Academy - Waterbury,C-,1.0
Atlanta Technical College,C-,1.0
Bryant & Stratton College - Greece,C-,1.0
Manhattan Hairstyling Academy,C-,1.0
International College of Cosmetology,C-,1.0
Brown Mackie College - North Canton,C-,1.0
Bellefonte Academy of Beauty,C-,1.0
University of Phoenix - Western Washington,C-,1.0
The Salter School of Nursing & Allied Health,C-,1.0
Allen School - Brooklyn,C-,1.0
Fortis College - Columbia,C-,1.0
Mountain Empire Community College,C-,1.0
Dorsey Business School - Southgate,C-,1.0
West Virginia Junior College - Charleston,C-,1.0
New Age Training,C-,1.0
Empire Beauty School - Morrow,C-,1.0
Professional Career Training Institute,C-,1.0
College of Health Care Professions - Houston Southwest,C-,1.0
Vatterott Career College - Memphis Dividend Drive,C-,1.0
Ross Medical Education Center - Madison Heights,C-,1.0
International Academy of Hair Design,C-,1.0
Paul Mitchell the School - Honolulu,C-,1.0
North Bennet Street School,C-,1.0
First Coast Technical College,C-,1.0
Valley College - Princeton,C-,1.0
Antonelli College - Cincinatti,C-,1.0
Tennessee Technology Center at Knoxville,C-,1.0
Bryant & Stratton College - Milwaukee,C-,1.0
Minnesota School of Business - Blaine,C-,1.0
Brightwood College - Beaumont,C-,1.0
Milan Institute - Amarillo,C-,1.0
Rasmussen College - Green Bay,C-,0.74
West Virginia Junior College - Morgantown,C-,1.0
Pioneer Technology Center,C-,1.0
Turtle Mountain Community College,C-,1.0
Associated Technical College - Los Angeles,C-,1.0
Continental School of Beauty Culture - Rochester,C-,1.0
Paul Mitchell the School - San Antonio,C-,1.0
Brightwood College - Dayton,C-,1.0
Dorsey Business School - Wayne,C-,1.0
Southern State Community College,C-,1.0
Ridley-Lowell Business & Technical Institute - Poughkeepsie,C-,1.0
Venus Beauty Academy,C-,1.0
Methodist College,C-,0.51
Lorenzo Walker Institute of Technology,C-,1.0
Suwannee-Hamilton Technical Center - Adult Education,C-,1.0
University of Phoenix - Utah,C-,1.0
Kaplan University - South Portland,C-,1.0
Evergreen Beauty College - Everett,C-,1.0
University of Phoenix - Maryland,C-,1.0
Sarasota School of Massage Therapy,C-,1.0
Raphael's School of Beauty Culture - Alliance,C-,1.0
Blue Cliff College - Fayetteville,C-,1.0
Portage Lakes Career Center,C-,1.0
Brightwood College - Palm Springs,C-,1.0
Yeshiva of the Telshe Alumni - Adult Education,C-,1.0
Paul Mitchell the School - Lexington,C-,1.0
Jenny Lea Academy of Cosmetology - Johnson City,C-,1.0
Ohio State School of Cosmetology - Westerville,C-,1.0
Ross Medical Education Center - Fort Wayne,C-,1.0
New River Community & Technical College,C-,1.0
Ross Medical Education Center - Dayton,C-,1.0
Seacoast Career School - Manchester,C-,1.0
Academy of Cosmetology - Merritt Island,C-,1.0
Vatterott College - Oklahoma City,C-,1.0
Kaplan University - Cedar Falls,C-,1.0
Empire Beauty School - Elizabethtown,C-,1.0
Taylor Business Institute,C-,1.0
Warren County Career Center,C-,1.0
Vogue College of Cosmetology - McAllen,C-,1.0
Garnet Career Center,C-,1.0
"MyComputerCareer - Columbus, OH",C-,1.0
Pomona Unified School District Adult & Career Education,C-,1.0
Kenneth Shuler School of Cosmetology - Florence,C-,1.0
Brightwood College - Baltimore,C-,1.0
Hair Academy II,C-,1.0
South University - Cleveland,C-,0.38
Ross Medical Education Center - Grand Rapids,C-,1.0
Kenneth Shuler School of Cosmetology - Greenville,C-,1.0
Daymar Institute - Nashville,C-,1.0
Dallas Barber & Stylist College,C-,1.0
College of the Ouachitas,C-,1.0
Lincoln Technical Institute - Lowell,C-,1.0
American Baptist College,C-,1.0
Clovis Adult Education,C-,1.0
Conemaugh Valley Memorial Hospital,C-,0.95
Empire Beauty School - Cincinnati,C-,1.0
National Tractor Trailer School - Buffalo,C-,1.0
Cortiva Institute - Chicago,C-,0.6
Paul Mitchell the School - Cincinnati,C-,1.0
Brightwood College - Chula Vista,C-,1.0
Kanawha Valley Community & Technical College,C-,1.0
Cape Girardeau Career & Technology Center,C-,1.0
Lakeview College of Nursing,C-,0.6
California Healing Arts College,C-,1.0
University of Phoenix - Chicago,C-,1.0
Brightwood College - Nashville,C-,1.0
MCI Institute of Technology,C-,1.0
National Polytechnic College,C-,1.0
Leech Lake Tribal College,C-,1.0
Dorsey Business School - Waterford Pontiac,C-,1.0
Stevens-Henager College - Idaho Falls,C-,1.0
Baker College of Port Huron,C-,1.0
CET - San Diego,C-,1.0
Ross Medical Education Center - Canton,C-,1.0
McDowell Technical Community College,C-,1.0
Ohio State Beauty Academy,C-,1.0
Tennessee School of Beauty of Knoxville,C-,1.0
Tennessee Technology Center at Ripley,C-,1.0
Lindsey Hopkins Technical Education Center,C-,1.0
Cabarrus College of Health Sciences,C-,0.94
Phagans' Central Oregon Beauty College,C-,1.0
Expression College for Digital Arts,C-,1.0
Crowleys Ridge Technical Institute,C-,1.0
Central School of Practical Nursing - Cleveland,C-,1.0
Northwestern Technological Institute,C-,1.0
Traviss Career Center,C-,1.0
Jolie Hair & Beauty Academy - Wilkes-Barre,C-,1.0
Gordon Cooper Technology Center,C-,1.0
Milan Institute of Cosmetology - Visalia,C-,1.0
Institute of Medical Careers,C-,1.0
EDP School of Computer Programming,C-,1.0
Antonelli College - Hattiesburg,C-,1.0
Aaniiih Nakoda College,C-,1.0
Paul Mitchell the School - Austin,C-,1.0
Medical Career Institute,C-,0.65
Eastland-Fairfield Career & Technical Schools,C-,1.0
Brookline College - Albuquerque,C-,1.0
Chamberlain College of Nursing - Indianapolis,C-,0.57
Willoughby-Eastlake School of Practical Nursing,C-,1.0
Penrose Academy,C-,1.0
Milan Institute of Cosmetology - El Paso,C-,1.0
Southern Careers Institute - San Antonio,C-,1.0
American Institute - Clifton,C-,1.0
Millennium Training Institute,C-,1.0
Colorado School of Trades,C-,1.0
Uintah Basin Applied Technology College,C-,1.0
Daymar Institute - Murfreesboro,C-,1.0
North-West College - Pomona,C-,1.0
Lincoln Technical Institute - Philadelphia Center City,C-,1.0
Aveda Institute - Lafayette,C-,1.0
Professional Training Centers,C-,1.0
Martin University,C-,1.0
Cankdeska Cikana Community College,C-,1.0
Delta School of Business & Technology,C-,1.0
Compass Career College,C-,1.0
Kenneth Shuler School of Cosmetology - Spartanburg,C-,1.0
Cosmopolitan Beauty & Tech School,C-,1.0
Wilkes-Barre Area Career & Technical Center - Practical Nursing,C-,0.59
Computer Tutor Business & Technical Institute,C-,1.0
Kiamichi Technology Center - McAlester,C-,1.0
Z Hair Academy,C-,1.0
Cox College,C-,0.59
Pennco Tech - Blackwood,C-,1.0
Toni & Guy Hairdressing Academy - Worcester,C-,1.0
Tennessee Technology Center at McMinnville,C-,1.0
Bryant & Stratton College - Richmond,C-,1.0
Bridgemont Community & Technical College,C-,1.0
Academy for Nursing & Health Occupations,C-,1.0
Ozarka College,C-,1.0
Tennessee Technology Center at Covington,C-,1.0
Tennessee Technology Center at Paris,C-,1.0
Dorsey Business School - Saginaw,C-,1.0
Nashville College of Medical Careers,C-,1.0
Fortis College - Baton Rouge,C-,1.0
College of Hair Design - Downtown,C-,1.0
Central Methodist University - College of Graduate & Extended Studies,C-,0.45
Paul Mitchell the School - Sherman Oaks,C-,1.0
Virginia College - Jackson,C-,1.0
Ehove Career Center,C-,1.0
Southern Careers Institute - Corpus Christi East,C-,1.0
Trinity College of Nursing & Health Sciences,C-,0.6
Career Quest Learning Center - Jackson,C-,0.6
Avenue Five Institute,C-,1.0
BIR Training Center,C-,1.0
CET - Sobrato,C-,1.0
James A Rhodes State College,C-,1.0
Fortis College - Montgomery West,C-,1.0
Artistic Academy of Hair Design,C-,1.0
Beauty Schools of America - North Miami Beach,C-,1.0
Dorsey Business School - Madison Heights,C-,1.0
Ross Medical Education Center - Roosevelt Park,C-,1.0
Lenape Tech Practical Nursing Program,C-,1.0
"MyComputerCareer - Indianapolis, IN",C-,1.0
California Career School,C-,1.0
Michigan College of Beauty - Troy,C-,1.0
Aveda Institute - Albuquerque,C-,1.0
Prism Career Institute - Philadelphia,C-,0.36
Dean Institute of Technology,C-,1.0
Erie 2-Chautauqua-Cattaraugus BOCES - Practical Nursing Program,C-,1.0
St. Johns College - Illinois,C-,0.6
Wayne County Schools Career Center,C-,1.0
Paul Mitchell the School - Phoenix,C-,1.0
Clinton Junior College,C-,1.0
Delta Technical College - Ridgeland,C-,1.0
Apollo Career Center,C-,1.0
Baldwin Park Adult & Community Education,C-,1.0
Akron Institute of Herzing University,C-,0.93
National Career College,C-,1.0
Xcell Academy,C-,1.0
Greater Johnstown Career & Technology Center,C-,1.0
University of Phoenix - Colorado,C-,1.0
Blue Cliff College - Alexandria,C-,1.0
Vatterott College - Springfield,C-,1.0
Mildred Elley School - Pittsfield,C-,1.0
Fortis Institute - Scranton,C-,0.86
Taylortown School of Beauty,C-,1.0
Tennessee Technology Center at Pulaski,C-,1.0
Tennessee Technology Center at Crossville,C-,1.0
Bryant & Stratton College - Cleveland,C-,1.0
Argosy University - Atlanta,C-,1.0
Capilo School of Hair Design,C-,1.0
St. Joseph's College of Nursing,C-,0.33
The Hair Academy - Rexburg,C-,1.0
Brightwood College - Corpus Christi,C-,1.0
Crouse Hospital College of Nursing,C-,0.46
Marchman Technical Education Center - Adult Education,C-,1.0
Pulse Beauty Academy,C-,1.0
Island Drafting & Technical Institute,C-,1.0
Fortis Institute - Forty Fort,C-,1.0
Ross Medical Education Center - Flint,C-,1.0
West Virginia Junior College - Bridgeport,C-,1.0
Tennessee Technology Center at Athens,C-,1.0
Empire Beauty School - Wyoming Valley,C-,1.0
